1848,2254
2475,2893
3110,3524
3736,4163
4499,4673
4811,4960
5126,5356
5445,5593
5765,5922
6080,6224
6394,6617
6711,6856
6908,7324
7542,7960
8174,8592
8810,9235
9561,9742
9877,10040
10196,10421
10510,10670
10827,10989
11147,11302
11466,11684
11790,11928
12098,12252
12410,12560
12725,12950
13047,13195
